Event Tweets,Label
[CLS] what is covid_19 amp how it is transmitted how long virus can sustain to a person amp its remedy factor  authorized ans only please  [SEP] what a wonderful world together [SEP] dont have sex with animals [SEP] ,nonrumour
[CLS] from [SEP] ,nonrumour
[CLS] im nuts the what is covid19 it has killed almost 60000 people in the usa in two months it would have killed many thousands more without social distancing [SEP] update from mayor  on covid19 7 new cases monday adjusted total of 473 known confirmed covid19 cases riverside facility now able to test residents frontline workers both with and without symptoms regional approach to reopening parks with 6 municipalities [SEP] very nice to expand access to testing in this way  building on success with flattening curve in city [SEP] the curve is flat we have a single digit daily case count for over a week in a city of 50k people if that isnt flat please tell me what is [SEP] there were 84 cases last week with the revisions from backlog week ending 425  average of 12day  great progress but more cases than the last week of march  its a good idea to keep slowing it down before loosening restrictions [SEP] maybe so maybe no  we have 473 cases in hbkn with 19 deaths so a 04 mortality rate  25 of nyc has antibodies according to cuomo so around 21m people had it  the mortality rate with 17k deaths is what 008  they kept their parks open  who did it better [SEP] if i were mayor id be opening parks doubt  that parks play any role in transmissions  but i dont have all facts data and expert advice  i also think that it is one of the least important sacrifices of this very unpleasant period [SEP] ,nonrumour
[CLS] because they are giving detailed and helpful information at this level using some uk wide stats and some england only stats  amp a few london focussed stats on transport seeing ni wales amp sco figs combined was hv been helpful [SEP] because that lot and the scientific modelling and strategising is directly influential on scotland and is a relevant briefing at the national level which should include all jurisdictions the national and devolved strstegy complementv each other amp so should presentations [SEP] because scot nat masturbation aside its real life  it is the actual national level in this case on a number of significant levels and the detailed devolved briefings are important too but both are relevant to us [SEP] ,nonrumour
[CLS] ok society ill bite who is joe biden what is covid19 [SEP] please tell me the location of the rock you live under it sounds way nicer than the surface [SEP] some boomer and the boomer killer [SEP] idk but both seem to have to do something with old people and trump [SEP] one will be the death of us all either by exposure or medical debt the other is a virus [SEP] both are a virus that if not delt with will ruin society as we know it [SEP]   5g bat guano paid for by mega corporations and a respiratory virus [SEP] ,nonrumour
[CLS] turns out the answer is the same as the question who let the dogs out can i catch covid19 from my pet no there is no evidence that companion animals or pets such as cats and dogs have been infected or could spread the virus that causes covid19 [SEP] eric [SEP] its actually an important bit of misinformation that needs to be busted [SEP] ,nonrumour
[CLS] fact 5g mobile networks do not spread covid19  virus cannot travel on radio wavesmobile networks  covid19 is spreading in many countries that do not have 5g mobile networks [SEP] covid19 is spread through droplets when an infected person coughs sneezes or speaks people can also be infected by touching a contaminated surface and then their eyes mouth and nose  who [SEP] ,nonrumour
[CLS] 1  2   δες και το what types of masks are used against the spread of covid19 [SEP] ο που το έχει διαψεύσει [SEP] και ο που λεει οτι ανεβαζει την μεταδοση του ιου κιολας 13 φορες [SEP] δες ένωση φαρμακοποιών βορείου ελλάδος που έβγαλαν ανακοίνωση και δες και ιατρούς [SEP] aυτο βρηκα τωρα προχειρα [SEP] σε κατεστρεψα και σε βαλα να ψαχνεις βραδιατικο  [SEP] έτοιμα τα είχα γενικά όντας ομάδα υψηλού κινδύνου τα κοιτάω καθημερινά [SEP] ,nonrumour
[CLS] can regularly rinsing your nose with saline help prevent infection with the new coronavirus here is some good  mythbusting advice for the public  covid19 [SEP] some robust measures here in sierra leone by the current administration including buying into the expertise of past national ebola response team leads to the admiration of all citizens [SEP] no there is no evidence that rinsing the nose with saline has protected people from infection with the new coronavirus has it been tested in a laboratory does the virus survive in saline [SEP] ,nonrumour
[CLS] tell your uncles and aunts in those whatsapp groups gtgt exposing yourself to the sun or to temperatures higher than 25c degrees does not prevent the coronavirus disease covid19 [SEP] i dont think this is what gok meant by youth helping to fight the pandemic [SEP] tell us more [SEP] ,nonrumour
[CLS] is it safe to receive a letter or a package from china   2019ncov [SEP] sure its safe [SEP] studies say 9 days covid19 [SEP] no problem [SEP] put it outside after 14 daysit is a joke [SEP] ,nonrumour
[CLS] breaking a source confirms to cp24 that the deceased soldier in ottawa is cpl nathan cirillo cirillo was a member of the hamilton argylls [SEP] very sad news rip  [SEP] ripnathancirillo [SEP] rip [SEP] i teared up when i heard  rip cpl cirillo [SEP] r ip nathan  [SEP] so sad too close to home hes in gods hands now [SEP] ,nonrumour
invalid,nonrumour
[CLS] not necessarily effective if any location is missed it should minimize risk but not eliminate it unless the virus has a short life span outside of human hosts how long does the virus survive on surfaces [SEP] airlines are turning to the worlds toughest disinfectants after evacuating people from coronavirus hotspots [SEP] who says coronaviruses including the one that causes covid19 can persist on surfaces for a few hours or up to several days most likely 5 [SEP] useful and important to know [SEP] the virus cant be stopped [SEP] ,nonrumour
[CLS] are there any specific medicines to prevent or treat the new coronavirus coronavirus covid_19 who [SEP] essential reading mtgt  are there any specific medicines to prevent or treat the new coronavirus coronavirus covid_19 who [SEP] ,nonrumour
[CLS] is it safe to receive a letter or a package from china yes it is safe people receiving packages from china are not at risk of contracting the new coronavirus from previous analysis we know coronaviruses do not survive long on objects such as letters or packages [SEP] can an ultraviolet disinfection lamp kill the new coronavirus uv lamps should not be used to sterilize hands or other areas of skin as uv radiation can cause skin irritation [SEP] can spraying alcohol or chlorine all over your body kill the new coronavirus no spraying alcohol or chlorine all over your body will not kill viruses that have already entered your body spraying such substances can be harmful to clothes or mucous membranes ie eyes mouth [SEP] be aware that both alcohol and chlorine can be useful to disinfect surfaces but they need to be used under appropriate recommendations [SEP] can pets at home spread the new coronavirus 2019ncov at present there is no evidence that companion animalspets such as dogs or cats can be infected with the new coronavirus however it is always a good idea to wash your hands with soap and water after contact with pets [SEP] this protects you against various common bacteria such as ecoli and salmonella that can pass between pets and humans [SEP] do vaccines against pneumonia protect you against the new coronavirus no vaccines against pneumonia such as pneumococcal vaccine and haemophilus influenza type b hib vaccine do not provide protection against the new coronavirus [SEP] the virus is so new and different that it needs its own vaccine researchers are trying to develop a vaccine against 2019ncov although these vaccines are not effective against 2019ncov vaccination against respiratory illnesses is highly recommended to protect your health [SEP] can regularly rinsing your nose with saline help prevent infection with the new coronavirus no there is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirus [SEP] there is some limited evidence that regularly rinsing nose with saline can help people recover more quickly from the common cold however regularly rinsing the nose has not been shown to prevent respiratory infections [SEP] can eating garlic help prevent infection with the new coronavirus garlic is a healthy food that may have some antimicrobial properties however there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus [SEP] does putting on sesame oil block the new coronavirus from entering the body no sesame oil does not kill the new coronavirus there are some chemical disinfectants that can kill the 2019ncov on surfaces these include bleachchlorinebased disinfectants either solvents 75 [SEP] ethanol peracetic acid and chloroform however they have little or no impact on the virus if you put them on the skin or under your nose it can even be dangerous to put these chemicals on your skin [SEP] does the new coronavirus affect older people or are younger people also susceptible people of all ages can be infected by the new coronavirus 2019ncov older people and people with preexisting medical conditions such as asthma diabetes heart disease appear to [SEP] be more vulnerable to becoming severely ill with the virus  who advises people of all ages to take steps to protect themselves from the virus for example by following good hand hygiene and good respiratory hygiene [SEP] are antibiotics effective in preventing and treating the new coronavirus no antibiotics do not work against viruses only bacteria the new coronavirus 2019ncov is a virus and therefore antibiotics should not be used as a means of prevention or treatment [SEP] however if you are hospitalized for the 2019ncov you may receive antibiotics because bacterial coinfection is possible [SEP] are there any specific medicines to prevent or treat the new coronavirus to date there is no specific medicine recommended to prevent or treat the new coronavirus 2019ncov however those infected with the virus should receive appropriate care to relieve and treat [SEP] symptoms and those with severe illness should receive optimized supportive care some specific treatments are under investigation and will be tested through clinical trials who is helping to accelerate research and development efforts with a range or partners [SEP] ,nonrumour
[CLS] mythbuster covid19 virus can be transmitted in areas with hot and humid climates from the evidence so far the covid19 virus can be transmitted in all areas including areas with hot and humid weather regardless of climate adopt protective measures [SEP] be safe [SEP] stay home stay safe [SEP] be safe everyone [SEP] be safe [SEP] ,nonrumour
[CLS] you keep putting this title that is very unfair to the jobs his genitor was syrian not his father [SEP] steve jobs refugee happy moderate children waiving flags symbolizing what conflict theres at least two  [SEP] ,rumour
[CLS] hahahaha someone who gets it [SEP] opamericanfreed at1600penn oaf afcrp operationamericanfreedom operation_american_freedom [SEP] bacon bacon bacon bacon bacon bacon bacon bacon bacon bacon bacon and more bacon [SEP] bs in fact old bs mayor says theyre was never a request started as a phony chain email [SEP] makes me wanna smile and fry some bacon [SEP] to hell with all these rag headed goat fucking camel jockeys  [SEP] yep but if u offend a mexican muslim or black in america ur toast so no politicians will follow him [SEP] good for him [SEP] ,rumour
[CLS] covid19 myth buster are hand dryers effective in killing the new coronavirus [SEP] covid19 myth buster are there any specific medicines to prevent or treat the new coronavirus [SEP] covid19 myth buster can an ultraviolet disinfection lamp kill the new coronavirus [SEP] covid19 myth buster how effective are thermal scanners in detecting people infected with the new coronavirus [SEP] coronavirus disease covid19 advice for the public myth busters [SEP] ,nonrumour
[CLS] what is a coronavirus keep seeing it on my tl  anyone ever heard of it [SEP] it sounds so good [SEP] i think its a music festival  idk [SEP] were going [SEP] ,nonrumour
[CLS] what is a novel coronavirus a novel coronavirus cov is a new strain of coronavirus that has not been previously identified in humans [SEP] what is a coronavirus coronaviruses are a large family of viruses that are known to cause illness ranging from the common cold to more severe diseases such as middle east respiratory syndrome mers and severe acute respiratory syndrome sars [SEP] can humans become infected with a novel coronavirus of animal source detailed investigations found that sarscov was transmitted from civet cats to humans in china in 2002 and merscov from dromedary camels to humans in saudi arabia in 2012 [SEP] several known coronaviruses are circulating in animals that have not yet infected humans as surveillance improves around the world more coronaviruses are likely to be identified [SEP] what are the symptoms of someone infected with a coronavirus it depends on the virus but common signs include respiratory symptoms fever cough shortness of breath and breathing difficulties [SEP] ,nonrumour
[CLS] talking angela is an app that has been hacked and asks for you personal information spread the word [SEP] ,rumour
[CLS] lego letter from the 1970s still offers a powerful message to parents 40 years later [SEP] saw legolookalike build your own sagrada familia in home bargains gender nonspecific [SEP] please [SEP] perfeito [SEP] lego shame they lost their way later gender stereotypes in lego friends range only just rectifying [SEP] so why do lego now produce and market directly to girls lego friends [SEP] what a great letter to parents [SEP]  lego letter from 1970s still offers a powerful message to parents 40 yrs later [SEP] i started playing with  in the 60s and i loved creating things there were no instructions just imagination [SEP] doesnt that also apply to the governments treatment of the public  [SEP]  lego letter from 70s still offers a powerful message to parents 40 years later [SEP] i couldnt agree more master builder in lego  master builder in life [SEP] the first thing i can remember building with lego was a man on the moon i then flipped the moon into a wall funny or what [SEP] yes youre right it would be interesting to hear their response to that [SEP] i built bungalows didnt have enough bricks for houses  [SEP] ahead of their time [SEP] lt3 rt lego letter from the 1970s still offers a powerful message to parents [SEP] they were more progressive then than now [SEP] wow what a message to behold how time has changed [SEP]  lego letter from 70s still offers powerful message to parents 40 years later [SEP] fabwell done  mt  70s letter still offers powerful message   v [SEP] sadly i dont think its been reflected in their marketing over the last four decades not until very recently at least [SEP] if only more parents thought like this [SEP] shame lego doesnt isnt it [SEP] i guess that message was lost at some point look at what is marketed to girls now   [SEP] thanks youve just spoilt the movie plot now  [SEP] ,nonrumour
[CLS] rip roger rodas the ceoracer who died with paul walker yesterday he was originally from santa ana el salvador [SEP]  rip roger rodas the ceoracer who died with paul walker yesterday he was originally from santa ana el salvador [SEP]  rip roger rodas the ceoracer who died with paul walker yesterday he was originally from santa ana el salvador [SEP]  rip roger rodas the ceoracer who died with paul walker yesterday he was originally from santa ana el salvador [SEP] may he rest in peace  [SEP]  rip roger rodas the ceoracer who died with paul walker yesterday he was originally from santa ana el salvador [SEP]  rip roger rodas the ceoracer who died with paul walker yesterday he was originally from santa ana el salvador [SEP]  rip roger rodas the ceoracer who died with paul walker yesterday he was originally from santa ana el salvador [SEP] ,nonrumour
[CLS] what is the argument for the existence of ecoevorxiv i thought the ecoevo crowd already hade a pretty high rate of submitting to biorxiv so why do we need it [SEP] seems to me theres as much justification for it as medrxiv or biorxiv given that arxiv exists [SEP] ,nonrumour
[CLS] we vaccinate dogs in rabies hotspots to achieve herd immunity    but what is herd immunity    [SEP] its when a proportion of the population is immune to an infectious disease to stop it from spreading eventually leading to it being eliminated for rabies in dogs we need to vaccinate 70 of the population to provide indirect protection  or herd immunity  and save lives  [SEP] ,nonrumour
[CLS] seeing complaints about frontline nhs workers not getting tested what is a coronavirus test a blood test if so  is this why a famousrich person can get one easily because they pay for it or it is provided by a company privately  not nhs funded  that may be the difference [SEP] or a swab test  [SEP] ,nonrumour
[CLS] q what is a novel coronavirus  a a novel coronavirus is a new coronavirus that has not been previously identified the virus causing coronavirus disease 2019 covid19 is not the same as the coronaviruses that commonly circulate among humans and cause mild illness like [SEP] you are correct in your belief sir coronavirus has been around it is the latest scare tactic so many other things in this world are more dangerous and fatal climate hysteria is a fullon hoax the newest version of that we have seen decade after decade since the 70s [SEP] you are exactly right corona virus has been around years if you dont believe it look on a can of lysol it plainly states that it kills the virus  [SEP] the common cold a diagnosis with coronavirus 229e nl63 oc43 or hku1 is not the same as a covid19 diagnosis patients with covid19 will be evaluated and cared for differently than patients with common coronavirus diagnosis [SEP] ,nonrumour
[CLS] a better question is how many clinicians know this i bet the majority is finding this out in the hospitals this is a new disease you dont know anything about it and everything is new so its hard to tell what is covid19 and what is not [SEP] it has been reported over last 3 weeks theres been an apparent rise in number of children of all ages presenting with multisystem inflammatory state requiring intensive care across london amp other parts of uk  nhs advice to doctors shouldnt there be more advice for parents [SEP] abdominal pain amp gastrointestinal symptoms have been a common feature how many people know this  govt advice is to watch for temperature amp cough [SEP] ,nonrumour
[CLS] factcheck do vaccines against pneumonia protect you against the new coronavirus [SEP] the antibody must exist in the blood of the people who had contracted the ncp and were cured its possible to extract minor trace of such organic ingredients to analyze the molecular structure [SEP] ,nonrumour
[CLS] no worries didnt want to send you down a gwas rabbithole simple questions simple answers but the what do these results mean will begin and proteins in the headlights [SEP] protein linked  through genes  to what ails us any last thoughts  i am about to flush my career down the loo  [SEP] could be rephrased there are snps that predispose people to report more intake of certain macros i get that directly measuring 100k subjects food intake is impossible that said perhaps i have a snp that predisposes me to take this finding with a grain of salt [SEP] reverse causality always possible  need to read if they estimated h2 if cohort structure has families as a common sense check [SEP] you know me  like a mad spaniel [SEP] ,nonrumour
[CLS] important myth to know about coronavirus  1 spraying chlorine or alcohol on skin kills viruses in the body 2 everyone with covid19 dies 3 cats and dogs spread coronavirus 4 consuming any meat leads to coronavirus  5 face masks protect against coronavirus 17 [SEP] 6 hand dryers kill coronavirus 7 rinsing the nose with saline protects against coronavirus 8 you can protect yourself by gargling bleach 9 antibiotics kill coronavirus 10 thermal scanners can diagnose coronavirus 11 garlic protects against coronaviruses 27 [SEP] 12 parcels from china can spread coronavirus 13 home remedies can cure and protect against covid19 14 you can catch coronavirus from eating chinese food in other country 15 you can catch coronavirus from urine and feces 37 [SEP] 16 the virus will die off when temperatures rise in the spring 17 coronavirus is the deadliest virus known to man 18 flu and pneumonia vaccines protect against covid19 19 the virus originated in a laboratory in china 20 the outbreak began because people ate bat soup 47 [SEP] 21 cow urine can cure coronavirus  before you do any stupidity read this myth about coronavirus dont get panic and dont make other panic  also no need to waste money on things you dont need mortality rate is only 2 57 [SEP] what should we do 1 avoid close contact with people who seem sick 2 try not to touch your eyes nose or mouth 3 stay at home if you are sick 4  sneeze into a tissue then throw it in the trash 5 if there are no tissues to hand sneeze into the crook of your elbow 67 [SEP] 6 wash your hands with soap regularly  the tips above might seem simplistic but during an epidemic these are the best ways to make a difference 77 [SEP] ,rumour
[CLS] prime minister harper on ottawa attack we will not be intimidated canada will never be intimidated  live video [SEP] a mt  pm harper on ottawa attack we will not be intimidated canada will never be intimidated [SEP] true north strong and free [SEP] canada is wonderful and we will not be intimidated [SEP] yeah and nthe seargentatarms killed the mferfuckina eh  much better job than fools at whitehousedoor [SEP]   prime minister harper on ottawa attack we will not be intimidated canada will never be intimidated  [SEP] ,nonrumour
[CLS] obama we have a pattern now of mass shootings in this country that has no parallel anywhere else in the world [SEP] it is past the time to stop the carnage whatever your politics have we not had enough of our innocence murdered [SEP] except for iraq and syria and libya btw until you and your boy rahm clean up the chicago mess dont bark at us [SEP] i wish those guns would stop killing people [SEP] we also have a president whos ignorance is paralleled no where else in the world [SEP] its that old expression only in america [SEP] come and take mine from me i dare you or anyone else [SEP] yes and what are you going to do about it [SEP] believing that more laws will stop this senseless violence is ridiculous only a good guy w a gun can stop a bad one [SEP] actually i think he has no other western nation has as many mass shootings as the us [SEP] we are second to none in the world with gun violencewake america you are fools to believe other wise 12000 ppl a year [SEP] lets arm everybody argument erupts  have a shoot out  last man standing [SEP] tougher laws for what [SEP] were a sick disturbed society whose citizens have no idea what spirituality and love mean greed shallow stupid empty [SEP] where has this person been living for the past 7 years [SEP] guess he hasnt been overseas or bothered to see what happens there [SEP] criminals dont follow any laws so we the people have to give up gunrights cause of criminals hell no [SEP] ,rumour
[CLS] exactlyso if 18thamendment is not really helping kpk residents amp is actually hurting those living under draconian leadership of zardariwhy do we need it [SEP] good vdo but dear fakeeraautonomy of provinces under a leader like jinnah compared to autonomy of sindh under a crook like zardari are two different entities its a double edged sword that has been used to kill millions of sindhis not help them aziz memons killers remain free [SEP] sindh is performing better than any other province i know you bring thar and hiv thats why i want to educate you in thar less death in malnutrition than green in lush kpk 3900 larkana has less hiv reported cases than faisalabad and more health facilities in sindh in 10 yrs [SEP] i am not here to advocate for  but zardari has a big carnage that is nonnegotiable because pakistan has collectively suffered at all levelsthere is absolutely no sympathy to be found to allow the devil to abuse 18thamendment  cost of democratic rights of masses [SEP] 1 i dont support  2  amp  are both separate entities 3 revoking 18thamendment is civilian movement to gain democracy back in sindh 4 allowing zardari to continue to abuse 18th amendment against people is only making him more powerful [SEP] zia died a long time ago musharraf has no power right now we are talking about what zardari has done in the last 12 years to sindh since the inception of 18thamendment made sugar mills diverted water towards sugar production manipulated sugar price  cost of farmers 4  [SEP] ,nonrumour
[CLS] what are the symptoms of covid19 is covid19 airborne here are the answers to your biggest questions about the coronavirus pandemic [SEP] anyone that denies the airborne tendencies of this thing are doing themselves a disservice  ditto not a cold not a flu its not 19 in a series of covid strains tired of hearing that one but rather it emergedwas detectable in humans in 2019 [SEP] a very nice faq  [SEP] this virus also has asymptomatic cases meaning no symptoms and spreading the virus [SEP] good information to have thanks [SEP] ,nonrumour
[CLS] breaking   freed hostage borne high from sydneysiege wc4 paramedic teams on the scene   carsonscottli [SEP]  breakin freed hostage borne high from sydneysiege wc4 paramedic teams on the scene [SEP] you guys had the slowest report commentary in the world worst coverage of such a important part in our history  [SEP] why was this mongrel on bail [SEP] ,nonrumour
[CLS] youre right that its not an argument you havent shown at all how private entities regulated by other private entities would ensure testing accuracy and reliability so that they can be used to deal with a pandemic youve deflected an awful lot though [SEP] i reject your burden of proof if i put in the work you will only move the goalposts and use false equivalencies i do not think you are having this conversation in good faith you have not even been able to answer a very specific use case for your alt hypothesis take care [SEP] 12 yes the specific use case of covid19 tests that are sensitive and reliable which are both preconditions to being medically useful the current fda processes for proving test function are adequate [SEP] 22 while the bureaucracy itself could have moved faster in this specific crisis that failure does not invalidate the utility and need for functional standards amp enforcement you are arguing against this therefore burden of proof lies with you has not been met at all [SEP] you should actually read that fda release it isnt doing what you seem to think it is burdens of proof within euas still required clia still required devolving central regulatory authority to statelevel regulatory authority is also included regulations not suspended [SEP] ,nonrumour
[CLS] breakfast all around [SEP]  breakfast all around  copiers  [SEP] that shit looks nasty  [SEP] thats doesnt even look good  [SEP]  breakfast all around  weird chili [SEP] bk wanna be mcdonalds so bad  breakfast all around [SEP]  breakfast all around  oatmeal for the birdswhere the grits [SEP]  breakfast all around  looks trife yall need to bring back ciniminis  [SEP]  breakfast all around  mcdonalds is better [SEP] faints bae [SEP]  breakfast all around  ill pass  [SEP]  breakfast all around  need to be stopped [SEP]  breakfast all around [SEP]  breakfast all around  oh now yall make oatmeal huh [SEP]  breakfast all around  gross [SEP]  breakfast all around  oatmeal is not breakfast all around eggs bacon toast jelly pancakes [SEP]  breakfast all around  kinda want some  [SEP]   breakfast all around   [SEP]  breakfast all around  this looks gross [SEP] yes this is exactly what i want from bk fucking oatmeal [SEP]  breakfast all around  take me here sunday  [SEP]  breakfast all around   they stealing yall oatmeal  [SEP]  breakfast all around  wanna be mcdonalds so bad [SEP]  no thanks  my cousin bart shit himself during an important business meeting [SEP] that looks like shit [SEP] i tried your breakfast aaaaaand it failedmay wanna rethink those test kitchen ideas [SEP] ew oh nah [SEP] breakfast doesnt ease the emotional scarring burgerkingrapecharges2015 [SEP]  breakfast all around  dog food [SEP]  breakfast all around  nigga yall make burgers not oatmeal [SEP] so  has oatmeal for breakfast what do yall think will you drive thru for that [SEP]  breakfast all around  the whole year and a half ive worked here no one has ever ordered our oatmeal  [SEP] how long have yall had breakfast  [SEP] que asco vomite te odio bye [SEP]  breakfast all around  to couldnt pay me to eat oatmeal from burger king [SEP]  breakfast all around  are you kidding me  [SEP] them mf fruit snacks in that dm oatmeal    breakfast all around [SEP]   breakfast all around  take me here sunday  we are going  [SEP] nasty food [SEP] ew [SEP]  breakfast all around  looks like shit  [SEP] yall tryna be like mcdonalds  be original [SEP]  breakfast all around   dont knw why this looks so good to me rn [SEP] thats ey lot of berries and fruit _ could go for some right about now [SEP] vomits all over screen [SEP] just bring back the chicken fries nobody wants your bullshit oatmeal [SEP] استغفرالله بس [SEP] here you go  rt  breakfast all around [SEP]  breakfast all around  so yall really gone take mcdonalds idea like that lol [SEP] why do yall wanna be  so bad [SEP] yum yum [SEP] i thought those were gummies [SEP] ok who cares just bring back chicken fries [SEP] ,rumour
invalid,nonrumour
invalid,nonrumour
[CLS] what is your take on the preexisting crossimmunity idea and how it affects the herd immunity number  some estimates suggest that 50 or more of the population may not be susceptible at all to covid  herd immunity may therefore kick in much sooner in the us [SEP] agreed we are probably some ways off  but then again no one knows how much crossimmunity different populations may have  is it 30 50 80  brazil seems to be doing the least to suppress it so that may be one place to watch [SEP] ,nonrumour
[CLS] again what percentage do we need to be infected to reach herd immunity and what is the mortality rate according to you [SEP] unfortunately high covid s are now baked in for next 23 weeks because they reflect infections 7 to 21 days earlier focus now must be getting numbers to plateau amp start falling by midjuly amp preventing young amp healthy people from infecting those older ampor at higher risk [SEP] need to shut florida down  looks like he is in a race to catch new york [SEP] thats completely incorrect herd immunity for basic virus is 5060 without vaccine [SEP] ,nonrumour
[CLS] compared to god what is a coronavirus god is stronger than a coronavirus no doubt heed warning and take caution of this virus but please dont live your life in fear faith overcomes fear remember god has not given us a spirit of fear but power love and a sound mind [SEP] amen [SEP] amen [SEP] amen [SEP] amen and amen [SEP] theres no god like jehovah [SEP] thats right [SEP] amen [SEP] certainly your words are true well done may god bless you [SEP] thank you and god bless you as well [SEP] if i could retweet your tweet more than once i would i tried without success our god is the biggest strongest most powerful force ever my plan to stay healthy is to wash my hands often and praise god just as often  [SEP] amen and amen god bless you [SEP] amen  [SEP] ,nonrumour
[CLS] social distancing what is it why do we need it and how do we do it right  part 1of a series from ed liu jax pres amp ceo and jill goldthwait rn former maine senator local politician addressing these questions [SEP] physical distancing is more appropriate [SEP] ,nonrumour
[CLS] great  homage to charlie hebdo victims rt  nice work from banksy jesuischarlie [SEP]   great  homage to charlie hebdo victims rt  nice work from banksy jesuischarlie [SEP] actually by [SEP] not by banksy by [SEP] its not a real banksy instagram fanfake account wterrible quality checkyourfacts [SEP] gah it isnt banksy its by [SEP] ,rumour
[CLS] taking a hot bath does not prevent the new coronavirus disease [SEP] 5g mobile network do not spread covidー19 [SEP] exposing yourself to the sun or to temperatures higher than 25c degrees does not prevent the coronavirus disease covidー19 [SEP] are hand dryers effective in killing the new coronavirus [SEP] can an ultraviolet disinfection lamp kill the new coronavirus [SEP] how effective are thermal scanners in detecting people infected with the new coronavirus [SEP] can spraying alcohol or chlorine all over your body kill the new coronavirus [SEP] do vaccines against pneumonia protect you against the new coronavirus [SEP] can regularly rinsing your nose with saline help prevent infection with the new coronavirus [SEP] can eating garlic help prevent infection with the new coronavirus [SEP] does the new coronavirus affect older people or are younger people also susceptible [SEP] are antibiotics effective in preventing and treating the new coronavirus [SEP] are there any specific medicines to prevent or treat the new coronavirus [SEP] ,nonrumour
[CLS] so horrible and terrifyingnever flying malaysian airlines or any really [SEP] why would anybody do that inhumane act there must be some political agenda i condole families of victims [SEP] and now what will they sit on a table and sort this without violence  went too far [SEP] omw what were they thinking [SEP] shot down by russian rebels  mistook boing 777 for ukrainian transport il 76 expected in the area [SEP] this a caused by putin russian terrorist mass murder putin must be tried and hung [SEP]  airlines passenger shot down near russian border in ukraine [SEP] the bigest fool [SEP] this is so heartbreaking [SEP] 17 played a mysterious role in the life of illfated malaysian airline flight mh17 [SEP]  breakingmalaysian airlines passenger shot down near russian border in ukraine [SEP]   breaking malaysian airlines passenger shot down near russian border [SEP] dat is bad dis is d second time [SEP] ,rumour
[CLS] هل يساعد تناول الثوم في الوقاية من العدوى بفيروس كورونا المستجد can eating garlic help prevent infection with the new coronavirus الوقاية_خير_من_العلاج وعينا_عن_كورونا منظمة_الصحة_العالمية عش_بصحة covidー19 [SEP] من الأكثر عرضة للإصابة بفيروس كورونا المستجد كبار السن أم صغار السن does the new coronavirus affect older people or are younger people also susceptible الوقاية_خير_من_العلاج وعينا_عن_كورونا منظمة_الصحة_العالمية عش_بصحة covidー19 [SEP] هل تنشر الحيوانات الأليفة بالمنزل فيروس كورونا المستجد 2019ncov can pets at home spread the new coronavirus 2019ncov الوقاية_خير_من_العلاج وعينا_عن_كورونا منظمة_الصحة_العالمية عش_بصحة covidー19 [SEP] هل المضادات الحيوية فعالة في الوقاية من فيروس كورونا المستجد وعلاجه are antibiotics effective in preventing and treating the new coronavirus الوقاية_خير_من_العلاج وعينا_عن_كورونا منظمة_الصحة_العالمية عش_بصحة covidー19 [SEP] هل يساعد غسل الأنف بانتظام بمحلول ملحي في الوقاية من العدوى بفيروس كورونا المستجد can regularly rinsing your nose with saline help prevent infection with the new coronavirus الوقاية_خير_من_العلاج وعينا_عن_كورونا منظمة_الصحة_العالمية عش_بصحة covidー19 [SEP] إلى أي مدى الماسحات الحرارية فعالة في الكشف عن المصابين بفيروس كورونا المستجد ncov2019 how effective are thermal scanners in detecting people infected with the new coronavirus الوقاية_خير_من_العلاج وعينا_عن_كورونا منظمة_الصحة_العالمية عش_بصحة covidー19 [SEP] ,nonrumour
[CLS] any detail about where is it going on and when can we expect to see some results [SEP] off the presses  a randomized trial of hydroxychloroquine as postexposure prophylaxis for covid19  hcq does not prevent covid19 after exposure to infected individuals huge privilege to be a part of this study kudos to  amp team [SEP] are you working on preexposure prophylaxis as well we need solid evidence for that [SEP] yes preexposure prophylaxis trial is ongoing [SEP] lol [SEP] that one will take longer to find out the answer because the intervention is over months not days like here [SEP] this will indeed throw much light as hcq is offered as a pre exposure prophylaxis for front line health care workers looking forward thank you in advance [SEP] ,nonrumour
